id,Title,Content,Post Type,Langues,Thématiques,Utilisateurs,Écoles,Status
2220,Comment se déplacer dans Paris ? Quelle carte de transport dois-je demander ?,"Nous vous conseillons vivement de prendre un abonnement mensuel pour votre carte de métro, car c'est le moins cher. Vous avez le choix entre la carte ImagineR (si vous avez moins de 26 ans) et la carte Navigo (84,10€/mois - 30€/semaine - 17,80€/jour). Attention, ces tarifs peuvent évoluer.",question,Français,International>Incoming,faculty|staff|student,EMLV|ESILV|EXECUTIVE,publish
2221,Qui peut demander la carte Imagine R ?,"Si vous avez moins de 26 ans et que vous restez toute l'année, vous pouvez demander la carte ImagineR (350€/an) qui est spécialement destinée aux étudiants. L'inscription à la carte IMAGINE R ne peut se faire qu'en ligne.",question,Français,International>Incoming,faculty|staff|student,ESILV|EXECUTIVE|IIM,publish
2222,"Je conteste une note, qui dois-je contacter?",Vous devez scanner l'intégralité de votre copie et la transmettre par mail au référent du module en mettant en copie votre référent scolarité afin qu'il modifie la note si nécessaire (ESILV). Les copies sont consultables et vous devez en faire la demande auprès de scolarite-emlv@devinci.fr (EMLV). Pour <strong>Executive Education</strong> : Vous devez contacter votre intervenant et votre directeur de programme.,question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV|EXECUTIVE,publish
2223,Vais-je pouvoir valider mon année si je n'ai pas validé une UE?,Tout semestre non validé sera soumis à l'étude et à la décision souveraine du jury de fin d'année.,question,Français,Scolarité>Évaluation,faculty|staff|student,ESILV,publish
2224,Vais-je pouvoir valider mon année si je n'ai pas validé un semestre?,Toute UE non validée sera soumis à l'étude et à la décision souveraine du jury de fin d'année.,question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV,publish
2225,Combien de points bonus est-il possible de placer au semestre?,"Au maximum 3 points bonus par semestre. Vous pouvez en placer 4 si vous avez le statut ""expert"".",question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV,publish
2226,Combien de points bonus est-il possible de placer par module?,Au maximum 2 points bonus.,question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV,publish
2227,Qui attribue les points bonus et qui contacter ?,"Les différents services pour lesquels vous pouvez effectuer une action à savoir, le département des admission/promotion, le département des associations, le sport et la DDRE. En cas de question vous devez les contacter directement. Pour les super delegués, il faut qu'ils se rapprochent de leur referent scolarité.",question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV,publish
2228,Quand puis-je affecter mes points bonus?,A la fin de chaque semestre après les rattrapages. (ESILV) Avant et après les rattrapages (EMLV),question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV,publish
2229,Vais-je au rattrapage si la moyenne d'une UE est supérieure à 10 mais qu'un des modules qui la compose est inférieur à 6.,"Oui, dès qu'un module est inférieur à 6, vous êtes convoqué au rattrapage de celui-ci",question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV,publish
2230,Quelle est la pondération des modules?,Vous pouvez consulter le schéma pédagogique sur la plateforme dans vos documents.,question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV,publish
2231,Quelle est la pondération des UE?,Vous pouvez consulter le schéma pédagogique sur la plateforme dans vos documents.,question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV,publish
2232,Quelle note est prise en compte entre ma note de rattrapage et ma note moyenne initiale?,"La meilleure des deux à l'ESILV mais attention la note de rattrapage est plafonnée à 10. A l'EMLV la note de rattrapage annule toutes les autres notes, elle est aussi plafonnée à 10.",question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV,publish
2233,Comment puis-je récupérer mes copies?,"Une fois toutes les copies restituées à la scolarité, cette dernière les transmet à vos délégués. (ESILV) Les copies sont consultables sur demande mais ne sont pas distribuées aux étudiants mais mises en archives pour les accréditations (EMLV)",question,Français,Scolarité>Évaluation,faculty|staff|student,EMLV|ESILV,publish
2234,Qui dois-je contacter pour les questions de bourses?,"Le demande de bourse s'effectue sur le site du Crous de Versailles. Une fois votre dossier constitué, vous devez envoyer votre notification conditionnelle de bourse au service financier à : compta_etudiante@devinci.fr.",question,Français,Scolarité>Frais de scolarité,faculty|staff|student,EMLV|ESILV,publish
2235,Qui dois-je contacter pour les questions liées au financement de ma scolarité?,"Vous devez envoyer un mail au service Comptabilité compta_etudiante@devinci.fr pour toutes questions financières (par exemple : changement de référent payeur, modification du mode de paiement, en cas de difficulté financière, …).",question,Français,Scolarité>Frais de scolarité,faculty|staff|student,EMLV|ESILV,publish
2236,Comment obtenir la facture des frais de scolarité de l’année en cours ?,La facture est téléchargeable sur le portail dans l’onglet « Finances ».,question,Français,Scolarité>Frais de scolarité,faculty|staff|student,EMLV|ESILV,publish
2237,Comment effectuer la demande de facture proforma ou devis pour la ou les années à venir ?,"Pour les nouveaux étudiants, la demande doit être envoyée par mail à compta_etudiante@devinci.fr. Pour les autres étudiants, elle doit être effectuée sur le portail dans l’onglet « Finances ».",question,Français,Scolarité>Frais de scolarité,faculty|staff|student,ESILV,publish
2238,Où trouve-t-on l’échéancier pour le paiement des frais de scolarité de l’année en cours ?,"l'échéancier et nos coordonnées bancaires se trouvent sur la facture téléchargeable sur le portail dans l’onglet « Finances ». Pour <strong>Executive Education</strong> : Vous devez vérifier votre bulletin d'inscription ou, à défaut, contacter le service administratif et financier : admin.facturation-ilv@devinci.fr",question,Français,Scolarité>Frais de scolarité,faculty|staff|student,ESILV|EXECUTIVE,publish
2239,Qui dois-je contacter pour une démission ?,"En cas de démission, vous devez contacter la scolarité par mail scolarite-esilv@devinci.fr ou scolaremlv@devinci.fr.",question,Français,Scolarité>Frais de scolarité,faculty|staff|student,ESILV,publish
2240,Ai-je droit à la réfaction fratrie de 10% ?,Oui si les 2 étudiant(e)s sont en formation initiale (hors alternance) à l’EMLV ou à l’ESILV ou à l’IIM.,question,Français,Scolarité>Frais de scolarité,faculty|staff|student,ESILV,publish
2241,La réfaction boursière s’applique-t-elle aux étudiant(e)s en formation Restart ?,Non,question,Français,Scolarité>Frais de scolarité,faculty|staff|student,ESILV,publish
2242,Comment obtenir l’aide au permis de conduire pour les apprentis ?,Vous devez vous adresser au CFA ILV cfa-ilv@devinci.fr,question,Français,Scolarité>Frais de scolarité,faculty|staff|student,ESILV|EXECUTIVE,publish
2243,La mobilité internationale est-elle obligatoire?,"ESILV PGE : Une période à l'international est obligatoire soit sous forme d'échange universitaire soit sous forme de stage à l'étranger. EMLV PGE : La mobilité internationale est obligatoire en 3ème année. Alternants ESILV : Si vous n'avez pas effectuer votre expérience internationale en troisième année, une mobilité internationale est obligatoire en 5ème année : soit avec votre entreprise, soit avec l'ESILV. IIM : La mobilité internationale n'est pas obligatoire. Bachelors : La mobilité internationale est obligatoire au 2ème semestre de 2ème année.",question,Français,International>Outgoing,faculty|staff|student,ESILV,publish
2244,Sur quelle période peut on partir en échange international?,ESILV PGE + Alternants : L'échange international est possible en 3ème ou 5ème année. Il est obligatoire en 3ème année pour les étudiants ingénieur-managers. EMLV PGE : Vous devez partir un an en 3ème année : un semestre académique et un semestre de stage. Vous pouvez également partir en 5ème année. IIM : L'échange international est possible en 3ème ou 5ème année (en fonction de votre majeure). Bachelor DIB : La mobilité internationale est obligatoire au 2ème semestre de 2ème année. Vous pouvez également partir un an en 3ème année. Bachelor BIN : La mobilité internationale est obligatoire au 2ème semestre de 2ème année. Vous pouvez également partir un semestre en 3ème année. Bachelor BTM : La mobilité internationale est obligatoire au 2ème semestre de 2ème année.,question,Français,International>Outgoing,faculty|staff|student,EMLV|ESILV|IIM,publish
2245,Où puis-je partir en échange international et qui puis je contacter si j'ai des questions sur les destinations ?,"Nous vous invitons à vous connecter à votre profil via l'onglet ""mobilité"" afin de découvrir nos nombreux partenaires. Vous pouvez contacter le département des relations internationales : outgoing@devinci.fr",question,Français,International>Outgoing,faculty|staff|student,EMLV|ESILV,publish
2246,Puis-je partir en échange dans une destination non partenaire avec l'école?,L'école vous propose de nombreuses universités partenaires auprès desquelles vous pourrez valider votre semestre à l'international. Un départ en dehors d'une université partenaire ne pourra être éventuellement étudié que si la demande est faite avant novembre de l'année antérieure au départ.,question,Français,International>Outgoing,faculty|staff|student,EMLV|ESILV,publish
2247,Comment sont attribuées les destinations ?,"Les vœux sont attribués selon le classement des étudiants, leur niveau d’anglais et l’ordre de leurs vœux.",question,Français,International>Outgoing,faculty|staff|student,EMLV|ESILV|IIM,publish
2248,Quel est le score d'anglais requis pour un départ à l'international ?,"Cela dépend des universités. Vous trouverez sur la fiche des universités partenaires sur le Sharepoint les exigences linguistiques de chaque université. Sachez que dans la plupart des cas, un niveau de B2 est exigé.",question,Français,International>Outgoing,faculty|staff|student,EMLV|ESILV,publish
2249,Est-ce que je peux faire plusieurs échanges à l'international?,L'école vous permet d'effectuer un ou deux semestres d'échange avec une université partenaire à l'étranger mais vous pouvez également effectuer vos stages à l'international au cours de votre cursus.,question,Français,International>Outgoing,faculty|staff|student,ESILV,publish
2250,Comment puis-je valider mon expérience à l'international?,"ESILV PGE : Pour valider votre expérience à l'international, l'école vous demande d'effectuer soit un échange universitaire ou d'un semestre minimum soit un stage à l'étranger d'une durée minimum de 4 mois. Alternants ESILV : Pour valider votre expérience à l'international, l'école vous demande d'effectuer 12 semaines à l'international (soit en entreprise soit en semestre académique).",question,Français,International>Outgoing,faculty|staff|student,ESILV,publish
2251,Puis-je changer d'attribution de destination ?,Il n'est pas possible de changer de destination. Toute attribution est nominative et définitive.,question,Français,International>Outgoing,faculty|staff|student,EMLV|ESILV,publish
